"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"6052875",-117.946192223,33.7434,2013,"3024","0","6","2","01",0,1,"A",,"Y",,,"Y",2400,4,"A","I","A","WARD ST","TORRINGTON CIR",0,,"Y","2014-02-18",3024,"2013-04-27",2345,"193","P36","5","5","0","0",,"0","EAST","-","N",,0,0,,,0,,,,"N",1,"A","-",21200,"5","N","A","H","-","C","D","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","WESTMINSTER","ORANGE","CA",0,0
"6051805",-117.987087258,33.6479,2013,"3010","0","3","2","07",0,1,"A",,"Y",,,,1800,4,"C","G","A","RT 1","RT 39",487,"S","N","2014-02-26",3010,"2013-04-10",1500,"205","473","5","6","0","0",,"0","002","-","Y",,0,0,,,0,,,,"N",2,"A","-",21658,"A","F","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,1,0,0,"-","-","HUNTINGTON BEACH","ORANGE","CA",0,0
"6049945",-117.834983637,33.8317,2013,"3015","3","5","2","08",0,1,"A",,,,,,1500,4,"E","I","A","RT 55","LINCOLN AV",1200,"S","N","2014-02-19",9675,"2013-04-12",1342,"16342",,"1","6","0","1",,"2","550","-","Y",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","ORANGE","ORANGE","CA",-117.835,33.83125
"6049933",-117.87328191,33.6609,2013,"3014","3","6","2","01",0,3,"A",,,,,"Y",300,4,"E","I","A","RT 73 ","BIRCH ST",78,"S","N","2014-02-19",9675,"2013-04-13",220,"20027",,"3","5","0","1",,"2","073","-","Y",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",1,1,1,0,0,0,0,0,0,"-","-","NEWPORT BEACH","ORANGE","CA",-117.87301,33.66106
"6049929",-117.877977798,33.813,2013,"3001","3","6","2","01",0,2,"A",,,,,"Y",300,4,"C","C","A","RT 57","BALL RD",1890,"S","N","2014-02-19",9675,"2013-04-13",30,"19938",,"3","7","0","1",,"2","572","-","Y",,0,0,,,0,,,,"Y",3,"A","-",23152,"A","N","A","D","-","C","D","0","Y","A","07",1,0,1,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",-117.52397,33.48467
"6049854",-117.850686452,33.709529276,2013,"3019","3","6","2","01",0,1,"A",,,,,"Y",300,3,"C","C","A","RT 55","DYER RD",180,"N","N","2014-11-04",9675,"2013-03-30",157,"019809",,"3","7","0","1",,"2","552","-","Y","ORA",12,55,"-","R",7.92,"H","-","N","Y",2,"A","-",23152,"A","N","A","H","-","C","D","6","Y","A","01",1,0,0,0,0,0,0,0,0,"FR","-","SANTA ANA","ORANGE","CA",-117.8487,33.71123
"6048481",-117.850242196,33.7385,2013,"3019","0","5","2","03",0,2,"A",,,,,,1500,4,"D","C","A","GRAND AV","HUNTER AV",0,,"Y","2014-02-15",3019,"2013-04-05",1408,"2776","SE","5","7","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",1,1,0,0,0,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",0,0
"6047873",-117.993162069,33.810385905,2013,"3021","0","6","2","01",0,4,"A",,,,,"Y",2400,3,"D","C","A","BEACH BL","CERRITOS AV",0,,"Y","2014-10-27",3000,"2013-03-16",2205,"6080","797J1","5","4","0","0",,"0","022","-","Y","ORA",12,39,"-","-",11.181,"I","5","N","Y",3,"A","-",23153,"A","N","A","H","-","C","A","0","Y","D","22",1,0,3,0,0,0,0,0,0,"-","-","STANTON","ORANGE","CA",0,0
"6045916",-117.630495164,33.6649,2013,"3028","0","7","2","01",0,2,"A",,,,,"Y",2400,4,"E","I","A","PAINTED TRL","EL TORO RD",174,"S","N","2014-02-15",3000,"2013-04-28",2225,"8737","862F7","5","5","0","0",,"0","754","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","D","0","Y","D","22",1,1,0,0,0,0,0,0,0,"-","-","MISSION VIEJO","ORANGE","CA",0,0
"6045268",-117.835752241,33.7878,2013,"3015","0","2","2","11",0,1,"A","Y",,,,,1800,3,"G","B","B","S TUSTIN ST","EAST CHAPMAN AV",15,"S","N","2014-02-11",3015,"2013-03-19",1549,"847","043","5","6","0","0",,"0","013","-","N",,0,0,,,0,,,,"N",2,"A","-",21456,"B","N","A","H","-","A","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","ORANGE","ORANGE","CA",0,0
"6045047",-118.003454345,33.7628,2013,"3024","0","6","2","09",0,1,"A",,,"Y",,,2100,3,"F","C","A","21ST ST","CHERRY ST",22,"W","N","2014-02-13",3024,"2013-03-30",1812,"312","P11","5","5","0","0",,"0","WEST","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","B","D","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","WESTMINSTER","ORANGE","CA",0,0
"6044802",-117.849916864,33.8334,2013,"3015","0","6","2","11",0,1,"B","Y",,,,,1800,4,"D","B","D","BEECHWOOD ST","CRYSTAL VIEW AV",65,"N","N","2014-02-13",3015,"2013-04-13",1538,"0847","037E","5","6","0","0",,"0","017","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","ORANGE","ORANGE","CA",0,0
"6044729",-117.993386651,33.8174,2013,"3001","0","2","2","11",0,1,"B","Y",,,,"Y",300,4,"G","B","D","RT 39","WEST BALL RD",30,"N","N","2014-02-12",3001,"2013-04-16",114,"1404","WEST","5","7","0","0",,"0",,"-","Y",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6044554",-117.87980655,33.788128213,2013,"3015","3","6","2","01",0,1,"A",,,,,"Y",2400,3,"E","I","A","RT 5","CHAPMAN AV",1500,"S","N","2014-10-29",9675,"2013-03-02",2325,"20075",,"3","6","0","1",,"2","222","-","Y","ORA",12,57,"-","-",11.07,"H","-","N","N",1,"A","-",23152,"A","N","A","H","-","C","D","6","Y","A","01",1,0,0,0,0,0,0,0,0,"TO","-","ORANGE","ORANGE","CA",-117.8798,33.78677
"6044501",-117.875912051,33.844634886,2013,"3001","3","5","2","08",0,1,"A",,,"Y",,"Y",2100,3,"F","A","A","RT 57","EAST LA PALMA AV",150,"N","N","2014-10-23",9675,"2013-03-29",2035,"019241",,"2","7","0","1",,"2","571","-","Y","ORA",12,57,"-","-",15.403,"R","2","N","Y",1,"A","-",22107,,"N","A","H","-","C","A","6","Y","C","02",1,0,0,0,0,0,0,0,1,"TO","-","ANAHEIM","ORANGE","CA",-117.87525,33.84763
"6044171",-117.919952139,33.8663,2013,"3008","0","6","2","09",0,3,"B",,,,,,900,4,"D","C","A","LEMON ST","VALENCIA DR",0,,"Y","2014-03-06",3008,"2013-04-13",856,"1333","Z2","5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,,"N","A","H","-","A","A","0","Y","A","07",1,1,1,0,0,0,0,0,0,"-","-","FULLERTON","ORANGE","CA",-117.91994,33.86625
"6043855",-117.831717413,33.8021,2013,"3015","3","5","2","01",0,2,"A",,,,,,300,5,"C","E","A","RT 55","COLLINS AV",74,"S","N","2014-02-20",9675,"2013-05-03",127,"018039",,"3","6","0","1",,"2","550","-","Y",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",2,0,0,0,0,0,0,0,0,"-","-","ORANGE","ORANGE","CA",-117.83187,33.80197
"6043711",-117.835722154,33.7914,2013,"3015","0","6","2","00",0,1,"A",,,,,,1800,3,"D","C","A","NORTH TUSTIN ST","E PALM AV",0,,"Y","2014-02-10",3015,"2013-03-30",1512,"919","23C","5","6","0","0",,"0","712M","-","N",,0,0,,,0,,,,"Y",2,"D","-",0,,"N","A","H","-","A","A","0","Y","-","-",1,0,0,0,0,0,0,0,0,"-","-","ORANGE","ORANGE","CA",0,0
"6043331",-117.97773207,33.857974882,2013,"3008","3","4","2","01",0,1,"A",,,"Y",,"Y",1800,3,"C","C","A","RT 91","MAGNOLIA AV",500,"W","N","2014-10-16",9670,"2013-03-28",1735,"19893",,"2","6","0","1",,"2","091","-","Y","ORA",12,91,"-","R",3.79,"H","-","W","Y",3,"A","-",23152,"A","N","A","H","-","A","D","1","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","FULLERTON","ORANGE","CA",-117.97819,33.85805
"6042818",-117.760227928,33.7714,2013,"3022","0","2","2","08",0,1,"A",,,"Y","Y",,1200,4,"C","C","A","JAMBOREE RD","PIONEER RD",1093,"N","N","2014-02-13",3022,"2013-04-09",1012,"1077",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","E","-","A","A","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","TUSTIN","ORANGE","CA",-117.76006,33.77166
"6041773",-117.707066383,33.6142,2013,"3045","1","5","2","03",0,3,"B",,,,,,1800,4,"C","C","A","RT 5","EL TORO RD",300,"S","N","2014-02-12",9690,"2013-04-05",1715,"019766",,"2","4","0","1",,"2","055","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",1,2,0,0,0,0,0,0,0,"-","-","LAGUNA HILLS","ORANGE","CA",-117.70572,33.61307
"6040641",-117.924412168,33.8714,2013,"3008","0","6","2","01",0,1,"A","Y",,,,"Y",300,4,"G","B","B","HARBOR BL","AMERIGE AV",0,,"Y","2014-02-14",3008,"2013-04-13",109,"1459","3008","5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","F","A","H","-","C","D","0","Y","-","-",1,0,0,0,1,0,0,0,0,"-","-","FULLERTON","ORANGE","CA",0,0
"6040600",-117.942542171,33.8909,2013,"3008","0","7","2","01",0,4,"B",,,,,"Y",300,4,"E","I","A","VERONA DR","DOMINGO RD",0,,"Y","2014-04-02",3008,"2013-04-14",202,"1459","NOCSD","5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",1,"A","-",23153,"A","N","A","H","-","C","D","0","Y","-","-",2,1,1,0,0,0,0,0,0,"-","-","FULLERTON","ORANGE","CA",0,0
"6040599",-117.691605521,33.6054,2013,"3028","1","7","2","03",0,1,"B",,,"Y",,,1800,4,"C","C","A","RT 5","ALICIA PKWY",400,"N","N","2014-02-14",9690,"2013-04-14",1515,"016749",,"2","5","0","1",,"2","055","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","MISSION VIEJO","ORANGE","CA",-117.69608,33.60782
"6038826",-117.672601995,33.562464865,2013,"3028","1","6","2","03",0,1,"A",,,"Y",,,2100,3,"F","A","A","RT 5","KALEIDOSCOPE",300,"W","N","2014-11-07",9690,"2013-03-23",1855,"019361",,"2","5","0","1",,"2","056","-","Y","ORA",12,5,"-","-",13.934,"R","2","N","Y",1,"A","-",22350,,"N","A","H","-","B","D","1","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","MISSION VIEJO","ORANGE","CA",-117.67198,33.55985
"6038225",-117.976035551,33.8352,2013,"3001","0","7","2","11",0,1,"B","Y",,,,,2100,4,"G","B","D","MAGNOLIA AV","LINCOLN AV",1056,"N","N","2014-02-12",3001,"2013-04-14",2031,"A1278",,"5","7","0","0",,"0","0D1","-","N",,0,0,,,0,,,,"Y",2,"A","-",21954,"A","N","A","H","-","C","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6038215",-117.937370531,33.7289,2013,"3007","0","1","2","09",0,2,"A",,,,,,2100,4,"D","C","A","EUCLID ST","BELLFLOWER AV",19,"S","N","2014-02-11",3007,"2013-04-08",1931,"282","27","5","5","0","0",,"0","303","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","B","D","0","Y","A","01",1,0,1,0,0,0,0,0,0,"-","-","FOUNTAIN VALLEY","ORANGE","CA",0,0
"6035782",-117.999943044,33.8735,2013,"3003","0","4","2","11",0,1,"A","Y",,,,,900,1,"G","B","D","ARTESIA","FULLERTON AV",52,"W","N","2014-01-24",3003,"2013-01-24",628,"665","23","5","5","0","0",,"0","008","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","C","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","BUENA PARK","ORANGE","CA",0,0
"6034863",-117.77565634,33.7007,2013,"3026","1","2","2","07",0,1,"A",,,"Y",,,1800,4,"B","C","A","RT 5","YALE AV",100,"N","N","2014-02-13",9675,"2013-04-02",1637,"19404",,"2","6","0","1",,"2","503","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21658,"A","N","A","H","-","A","D","0","Y","D","22",1,0,0,0,0,0,0,0,1,"-","-","IRVINE","ORANGE","CA",-117.77655,33.70304
"6034839",-117.878511522,33.811032971,2013,"3001","3","5","2","08",0,2,"A",,,,,,1500,3,"E","I","A","RT 57","KATELLA AV",1520,"N","N","2014-10-23",9675,"2013-03-29",1313,"19566",,"1","7","0","1",,"2","572","-","Y","ORA",12,57,"-","-",12.87,"H","-","N","Y",3,"A","-",22107,,"N","A","H","-","A","D","6","Y","D","22",1,1,0,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",-117.87874,33.81098
"6033937",-117.71681158,33.4761,2013,"3029","0","2","2","01",0,9,"A",,,,,"Y",2100,4,"C","C","A","RT 1","NIGUEL RD",100,"N","N","2015-01-20",3000,"2013-04-16",2020,"8418","971FS","5","4","0","0",,"0","737","-","N",,0,0,,,0,,,,"Y",4,"A","-",23153,"A","N","A","H","-","C","A","0","Y","A","01",1,0,8,0,0,0,0,0,0,"-","-","DANA POINT","ORANGE","CA",0,0
"6032959",-117.702442115,33.5761,2013,"3045","0","5","2","12",0,1,"A",,,"Y",,,2100,4,"A","C","A","LA PAZ RD","MOULTON PKY",0,,"Y","2014-02-11",3000,"2013-04-05",1949,"1916","921G5","5","4","0","0",,"0","746","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","LAGUNA HILLS","ORANGE","CA",0,0
"6032548",-117.612662124,33.4275,2013,"3017","0","1","2","10",0,1,"A","Y",,,,,1800,4,"G","B","B","EL CAMINO REAL","AVENIDA DEL MAR",0,,"Y","2014-02-11",3000,"2013-04-01",1750,"2742","992-J","5","5","0","0",,"0","777","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","A","0","Y","A","07",1,0,0,0,1,0,0,0,0,"-","-","SAN CLEMENTE","ORANGE","CA",0,0
"6032277",-117.94492056,33.7019,2013,"3007","0","5","2","11",0,1,"A","Y",,,,,900,3,"G","B","E","TALBERT AV","WARD ST",220,"E","N","2014-02-03",3007,"2013-03-15",825,"272","66","5","5","0","0",,"0","54M","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","FOUNTAIN VALLEY","ORANGE","CA",0,0
"6031714",-117.933062206,33.9174,2013,"3012","0","5","2","12",0,1,"A",,,,,,2400,4,"A","C","A","HARBOR BL","IMPERIAL HWY",0,,"Y","2014-02-04",3012,"2013-04-05",2222,"601","46","5","5","0","0",,"0","004","-","Y",,0,0,,,0,,,,"Y",3,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","LA HABRA","ORANGE","CA",0,0
"6030586",-117.854942692,33.8966,2013,"3016","0","7","2","01",0,1,"A",,,,,"Y",300,3,"E","I","A","BASTANCHURY RD","VALENCIA",10,"E","N","2014-02-10",3016,"2013-03-31",112,"1213","12","5","5","0","0",,"0","000","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","A","0","Y","-","-",1,0,0,0,0,0,0,0,0,"-","-","PLACENTIA","ORANGE","CA",0,0
"6029911",-118.025014803,33.7617,2013,"3024","1","5","2","08",0,1,"A",,,,,"Y",600,4,"E","I","A","RT 405","SPRINGDALE ST",138,"N","N","2014-04-07",9670,"2013-04-05",317,"18867",,"3","5","0","1",,"2","043","-","Y",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","C","-","D","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","WESTMINSTER","ORANGE","CA",-118.0251,33.76243
"6029261",-117.693072146,33.6619,2013,"3050","0","1","2","12",0,2,"A",,,,,,1500,3,"D","C","A","BAKE PKWY","NORTH POINTE",0,,"Y","2014-02-05",3000,"2013-03-18",1215,"2849","861H7","5","5","0","0",,"0","760","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","07",1,0,1,0,0,0,0,0,0,"-","-","LAKE FOREST","ORANGE","CA",0,0
"6029249",-117.612694561,33.4306,2013,"3017","0","6","2","01",0,1,"-",,,,,"Y",600,3,"E","I","A","LA ESPERANZA","DE LA PAZ",4,"N","N","2014-02-05",3000,"2013-03-09",525,"7193","992J4","5","5","0","0",,"0","474","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","-","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","SAN CLEMENTE","ORANGE","CA",0,0
"6027335",-117.835776145,33.8099,2013,"3015","0","6","2","07",0,1,"A",,,,,,1200,3,"F","A","A","TUSTIN ST","KATELLA AV",231,"N","N","2014-02-06",3015,"2013-03-09",954,"0847","055E","5","6","0","0",,"0","015","-","N",,0,0,,,0,,,,"N",2,"A","-",21658,"A","N","A","H","-","A","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","ORANGE","ORANGE","CA",0,0
"6025181",-117.888935191,33.790402973,2013,"3015","1","3","2","08",0,1,"A",,,,,,2100,3,"E","I","A","RT 5","STATE COLLEGE BL",75,"S","N","2014-10-21",9675,"2013-03-27",1811,"18868",,"2","6","0","1",,"2","502","-","Y","ORA",12,5,"-","-",35.19,"H","-","S","Y",1,"A","-",22107,,"N","A","H","-","A","D","1","Y","A","08",1,0,0,0,0,0,0,0,0,"-","-","ORANGE","ORANGE","CA",-117.89002,33.79138
"6025131",-117.658544363,33.5617,2013,"3028","0","4","2","07",0,1,"A",,,"Y",,,1800,2,"B","C","A","MARGUERITE PKWY","HIGHLAND",149,"S","N","2014-01-30",3000,"2013-02-28",1509,"7734","922C7","5","5","0","0",,"0","753","-","N",,0,0,,,0,,,,"Y",3,"A","-",21658,"A","N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","MISSION VIEJO","ORANGE","CA",0,0
"6025114",-117.668344766,33.7441,2013,"3000","4","7","2","08",0,1,"A",,"Y",,,,1500,3,"E","I","A","SANTIAGO CANYON RD","IRVINE MESA RD",581,"S","N","2014-12-29",9675,"2013-03-10",1313,"19394",,"1","9","0","2",,"2","010","-","N",,0,0,,,0,,,,"N",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","UNINCORPORATED","ORANGE","CA",-117.67191,33.7494
"6023511",-117.92715585,33.7744,2013,"3009","0","3","2","10",0,1,"A","Y",,,,,1500,3,"A","B","B","GARDEN GROVE BL","LEMONWOOD LN",8,"E","N","2014-02-04",3009,"2013-03-27",1220,"2646","2-1","5","6","0","0",,"0","134","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","A","0","Y","A","01",1,0,0,0,1,0,0,0,0,"-","-","GARDEN GROVE","ORANGE","CA",0,0
"6023123",-117.99806219,33.8467,2013,"3003","0","2","2","11",0,1,"A","Y",,,,,2100,1,"D","B","B","BEACH BL","LA PALMA AV",0,,"Y","2014-10-20",3003,"2013-01-01",2038,"1134","76","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",3,"A","-",21453,"D","N","A","H","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","BUENA PARK","ORANGE","CA",0,0
"6022126",-117.764279494,33.6979,2013,"3026","0","5","2","09",0,1,"A",,,"Y",,,1500,3,"B","C","A","TRABUCO","JEFFREY",892,"W","N","2014-02-06",3026,"2013-03-29",1404,"7094",,"5","6","0","0",,"0","00P","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","A","A","0","Y","D","22",1,0,0,0,0,0,0,0,1,"-","-","IRVINE","ORANGE","CA",0,0
"6020573",-117.8743811,33.849018196,2013,"3001","3","5","2","03",0,1,"B",,,,,,2100,2,"E","I","A","RT 91","LA PALMA AV",80,"W","N","2014-10-16",9675,"2013-02-08",1923,"019668",,"2","7","0","1",,"2","571","-","Y","ORA",12,91,"-","-",6.34,"H","-","E","Y",1,"A","-",22350,,"N","B","H","-","C","D","6","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",-117.87237,33.84794
"6020254",-117.794942038,33.854114891,2013,"3001","3","2","2","03",0,1,"A",,,"Y",,,1500,3,"F","A","A","RT 91","IMPERIAL HWY",176,"W","N","2014-10-16",9675,"2013-03-12",1419,"015011",,"2","7","0","1",,"2","094","-","Y","ORA",12,91,"-","R",11.353,"R","2","E","Y",1,"A","-",22350,,"N","A","H","-","A","D","1","Y","C","02",1,0,0,0,0,0,0,0,1,"TO","-","ANAHEIM","ORANGE","CA",-117.79163,33.85354
"6019206",-117.90783213,33.7035,2013,"3019","S","5","2","03",0,1,"A",,,,,,1800,3,"C","A","A","FAIRVIEW ST","ALTON PKWY",0,,"Y","2014-08-08",9675,"2013-03-08",1544,"19809",,"2","7","1","4",,"2","901","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","07",1,0,0,0,0,0,0,0,0,"-","-","SANTA ANA","ORANGE","CA",-117.90775,33.70077
"6017613",-117.959192223,33.8497,2013,"3001","0","4","2","08",0,2,"A",,,,,,600,3,"D","C","A","N BROOKHURST ST","W GRAYSON AV",0,,"Y","2014-02-08",3001,"2013-03-14",456,"A1373","1420","5","7","0","0",,"0","021","-","N",,0,0,,,0,,,,"Y",2,"A","-",22100,"B","N","A","H","-","C","D","0","Y","A","01",1,0,1,0,0,0,0,0,0,"-","-","ANAHEIM","ORANGE","CA",0,0
"6017399",-117.882092225,33.6666,2013,"3004","0","2","2","12",0,3,"A",,,,,,2100,3,"D","C","A","REDHILL AV","BRISTOL ST",0,,"Y","2014-02-04",3004,"2013-03-12",1934,"573","28","5","6","0","0",,"0","014","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",2,1,0,0,0,0,0,0,0,"-","-","COSTA MESA","ORANGE","CA",-117.882,33.6667
"6017375",-117.919422103,33.6763,2013,"3004","0","7","2","03",0,1,"A","Y","Y",,,,900,3,"G","B","F","HARBOR BL","VILLAGE WY",479,"S","N","2014-02-04",3004,"2013-03-10",800,"573","20","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"F","A","H","-","A","D","0","Y","L","04",1,0,0,0,1,0,0,0,0,"-","-","COSTA MESA","ORANGE","CA",-117.919,33.6739
"6016447",-117.70941951,33.4944,2013,"3040","0","6","2","01",0,2,"A",,,,,"Y",1800,3,"E","I","A","NIGUEL RD","CHARLES RD",635,"N","N","2014-02-01",3000,"2013-03-02",1750,"2257","971G2","5","5","0","0",,"0","040","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","A","D","0","Y","A","07",1,1,0,0,0,0,0,0,0,"-","-","LAGUNA NIGUEL","ORANGE","CA",0,0
"6016076",-117.685862675,33.602080527,2013,"3028","1","3","2","18",0,1,"A",,,"Y",,,600,3,"E","J","A","RT 5","ALICIA PKWY",755,"S","N","2014-11-07",9690,"2013-03-20",512,"016430",,"3","5","0","1",,"2","055","-","Y","ORA",12,5,"-","-",17.33,"H","-","N","Y",2,"C","-",0,,"N","A","H","-","B","D","1","Y","-","-",1,0,0,0,0,0,0,0,1,"-","-","MISSION VIEJO","ORANGE","CA",-117.68531,33.6018
"6015360",-117.657530334,33.502716271,2013,"3018","0","5","2","11",0,1,"E","Y",,,,"Y",2400,3,"G","B","D","ORTEGA HWY","RT 5",116,"E","N","2014-10-30",3000,"2013-03-15",2205,"1377","972D1","5","4","0","0",,"0","431","-","Y","ORA",12,74,"-","-",0.06,"H","-","W","N",2,"A","-",21954,"A","N","A","D","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","NO","SAN JUAN CAPISTRANO","ORANGE","CA",0,0
"6015292",-117.699603447,33.4715,2013,"3029","0","5","2","08",0,1,"A",,,"Y",,,900,3,"A","E","A","OLINDA DR","SELVA RD",463,"S","N","2014-02-12",3000,"2013-03-22",625,"8896","917H5","5","4","0","0",,"0","739","-","N",,0,0,,,0,,,,"Y",3,"A","-",22107,,"N","A","H","-","C","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","DANA POINT","ORANGE","CA",0,0
"6015005",-117.946140306,33.926,2013,"3012","0","3","2","11",0,1,"A","Y",,,,"Y",2100,3,"G","B","D","EUCLID ST","MOUNTAIN VIEW",99,"N","N","2014-02-04",3012,"2013-03-13",1928,"288","41","5","5","0","0",,"0","0SE","-","N",,0,0,,,0,,,,"Y",2,"A","-",21954,"A","N","B","H","-","B","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","LA HABRA","ORANGE","CA",0,0
"6014906",-117.989598727,33.744858413,2013,"3024","0","3","2","12",0,1,"A","Y",,"Y",,,2400,2,"G","B","B","BEACH BL","BOLSA AV",4,"S","N","2014-10-23",3024,"2013-02-13",2136,"303","P31","5","5","0","0",,"0","WEST","-","Y","ORA",12,39,"-","-",6.641,"I","5","S","Y",2,"A","-",21453,"A","F","A","A","-","C","A","0","Y","C","02",1,0,0,0,1,0,0,0,0,"-","-","WESTMINSTER","ORANGE","CA",0,0
"6014424",-117.600727356,33.4153,2013,"3017","0","3","2","09",0,1,"A",,,"Y",,,2100,3,"D","C","A","SOUTH EL CAMINO REAL","AVENIDA SAN GABRIEL",124,"N","N","2014-02-10",3000,"2013-03-06",1900,"5813","993B6","5","5","0","0",,"0","778","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","C","A","0","Y","D","22",1,0,0,0,0,0,0,0,1,"-","-","SAN CLEMENTE","ORANGE","CA",0,0
